seqnames,start,end,width,strand,WT1,WT2,WT3,KO1,KO2
chr15,76343301,76343701,401,*,23.92,26.08,29.16,42.26,67.21
chr2,129893267,129893667,401,*,26.31,14.78,21.2,29.45,60.85
chr9,58548872,58549272,401,*,16.74,13.04,17.67,26.89,41.78
chr19,56721742,56722142,401,*,52.62,29.56,34.46,73,88.1
chr11,119053272,119053672,401,*,22.72,16.52,18.55,21.77,65.39
chr5,30369440,30369840,401,*,29.9,14.78,21.2,32.02,63.57
chr8,111821209,111821609,401,*,39.47,27.82,26.51,53.79,74.47
chr4,138282814,138283214,401,*,23.92,13.91,21.2,32.02,51.77
chr1,118498306,118498706,401,*,17.94,12.17,10.6,29.45,30.88
chr9,96669826,96670226,401,*,57.41,31.3,20.32,69.15,91.73
chr1,153535608,153536008,401,*,31.1,17.39,24.74,47.38,53.58
chr12,25054545,25054945,401,*,16.74,22.61,7.95,33.3,38.14
chr2,166155414,166155814,401,*,34.68,20.87,26.51,42.26,72.66
chr1,40802744,40803144,401,*,15.55,9.56,5.3,25.61,24.52
chr15,99457654,99458054,401,*,44.25,31.3,45.94,47.38,136.23
chr11,64655186,64655586,401,*,38.27,15.65,18.55,48.66,55.4
chr9,63602394,63602794,401,*,53.82,27.82,51.24,60.19,138.96
chr4,105263611,105264011,401,*,28.7,17.39,12.37,37.14,46.32
chr13,58073268,58073668,401,*,55.02,41.74,30.92,12.81,24.52
chr10,78412859,78413259,401,*,43.06,31.3,30.92,46.1,105.35
chr8,123518639,123519039,401,*,47.84,26.95,30.92,43.54,114.43
chr3,151293936,151294336,401,*,111.23,46.08,41.53,35.86,19.98
chr4,128711339,128711739,401,*,13.16,14.78,15.9,24.33,39.96
chr3,121570705,121571105,401,*,28.7,12.17,15.9,35.86,45.41
chr3,156560717,156561117,401,*,49.04,30.43,15.9,76.84,63.57
chr18,46458208,46458608,401,*,28.7,17.39,12.37,42.26,40.87
chr5,34288386,34288786,401,*,9.57,20,3.53,28.17,57.22
chr4,109117874,109118274,401,*,32.29,17.39,16.79,28.17,70.84
chr14,27508340,27508740,401,*,32.29,18.26,26.51,24.33,98.09
chr9,35265188,35265588,401,*,21.53,18.26,11.49,39.7,33.6
chr2,35495500,35495900,401,*,26.31,24.35,21.2,43.54,53.58
chr15,27715333,27715733,401,*,19.14,9.56,15.9,25.61,39.96
chr9,55326604,55327004,401,*,33.49,14.78,18.55,30.74,68.12
chr5,99415052,99415452,401,*,21.53,11.3,12.37,37.14,29.06
chr18,38190505,38190905,401,*,25.12,16.52,11.49,30.74,45.41
chr8,107424883,107425283,401,*,45.45,29.56,38.87,61.47,94.45
chr8,126497525,126497925,401,*,28.7,19.13,22.97,25.61,80.83
chr11,69340549,69340949,401,*,25.12,17.39,25.62,25.61,76.29
chr7,98178076,98178476,401,*,33.49,22.61,25.62,38.42,76.29
chr13,81402376,81402776,401,*,46.64,21.74,13.25,11.53,9.08
chr2,93461808,93462208,401,*,29.9,13.91,17.67,34.58,52.68
chr12,84996070,84996470,401,*,64.58,37.39,38.87,73,126.24
chr11,62648496,62648896,401,*,50.23,27.82,42.41,51.23,127.15
chr1,74808094,74808494,401,*,16.74,9.56,27.39,29.45,51.77
chr17,28247586,28247986,401,*,19.14,13.91,26.51,34.58,49.95
chr11,101981835,101982235,401,*,40.66,26.08,15.02,42.26,78.11
chr3,107031506,107031906,401,*,25.12,6.96,12.37,37.14,30.88
chr12,81971120,81971520,401,*,23.92,16.52,19.44,35.86,46.32
chr12,112678551,112678951,401,*,38.27,18.26,22.97,38.42,76.29
chr14,31930408,31930808,401,*,26.31,22.61,29.16,48.66,56.31
chr8,126593825,126594225,401,*,39.47,31.3,34.46,46.1,102.63
chr2,173218786,173219186,401,*,40.66,15.65,22.09,42.26,71.75
chr16,92301029,92301429,401,*,29.9,22.61,23.86,32.02,77.2
chr2,27232340,27232740,401,*,28.7,15.65,16.79,25.61,64.48
chr4,45296931,45297331,401,*,22.72,13.04,12.37,28.17,40.87
chr15,88828682,88829082,401,*,11.96,13.04,18.55,32.02,31.79
chr4,133212439,133212839,401,*,37.08,21.74,29.16,40.98,83.55
chr2,164454847,164455247,401,*,27.51,20.87,23.86,37.14,61.76
chr17,5813871,5814271,401,*,37.08,20.87,23.86,55.07,56.31
chr8,69974215,69974615,401,*,56.21,40,52.13,53.79,171.65
chr11,64718696,64719096,401,*,26.31,20,24.74,42.26,53.58
chr7,45706781,45707181,401,*,34.68,18.26,27.39,44.82,66.3
chr8,70522976,70523376,401,*,33.49,20.87,30.92,37.14,85.37
chr17,25773518,25773918,401,*,28.7,20.87,28.27,28.17,88.1
chr13,30253834,30254234,401,*,50.23,22.61,20.32,12.81,12.71
chr11,116671430,116671830,401,*,40.66,18.26,29.16,37.14,94.45
chr14,31206583,31206983,401,*,23.92,18.26,20.32,25.61,64.48
chr4,96696721,96697121,401,*,86.11,35.65,19.44,21.77,15.44
chr8,122567540,122567940,401,*,58.6,46.95,47.71,79.4,128.06
chr8,126805821,126806221,401,*,40.66,20,26.51,46.1,76.29
chr1,134361808,134362208,401,*,43.06,32.17,42.41,55.07,108.98
chr17,56476310,56476710,401,*,39.47,24.35,30.04,38.42,98.09
chr16,90300873,90301273,401,*,20.33,12.17,13.25,28.17,37.24
chr17,26916794,26917194,401,*,57.41,32.17,49.48,70.44,125.33
chr2,28397702,28398102,401,*,14.35,6.96,13.25,24.33,29.06
chr5,124032115,124032515,401,*,26.31,23.48,23.86,20.49,96.27
chr8,3956031,3956431,401,*,26.31,6.96,14.14,23.05,50.86
chr2,164745814,164746214,401,*,31.1,16.52,33.57,38.42,79.01
chr7,45062206,45062606,401,*,34.68,26.95,20.32,37.14,79.01
chr11,77786100,77786500,401,*,37.08,15.65,25.62,35.86,79.01
chr5,141241267,141241667,401,*,86.11,57.39,54.78,80.68,213.43
chr4,127077132,127077532,401,*,53.82,34.78,57.43,79.4,121.7
chr7,3898022,3898422,401,*,25.12,20.87,13.25,38.42,43.59
chr4,148676210,148676610,401,*,31.1,21.74,20.32,39.7,59.94
chr5,114100076,114100476,401,*,22.72,13.91,24.74,25.61,64.48
chr11,114668318,114668718,401,*,34.68,13.04,22.09,37.14,63.57
chr11,51763485,51763885,401,*,14.35,20,20.32,32.02,44.5
chr9,110709754,110710154,401,*,35.88,13.91,29.16,40.98,73.56
chr17,50292665,50293065,401,*,58.6,38.26,40.64,69.15,120.79
chr15,7216966,7217366,401,*,15.55,14.78,17.67,29.45,38.14
chr7,44527908,44528308,401,*,28.7,13.04,12.37,29.45,49.04
chr19,26506747,26507147,401,*,27.51,12.17,14.14,43.54,33.6
chr8,122475918,122476318,401,*,46.64,22.61,36.22,43.54,113.53
chr19,43511541,43511941,401,*,31.1,8.69,22.09,29.45,65.39
chr4,96591388,96591788,401,*,132.75,57.39,41.53,39.7,25.43
chr17,35258156,35258556,401,*,33.49,19.13,19.44,26.89,80.83
chr1,38129655,38130055,401,*,111.23,67.82,83.93,122.94,253.39
chr5,34773393,34773793,401,*,20.33,19.13,12.37,33.3,39.05
chr19,24300900,24301300,401,*,21.53,10.43,20.32,35.86,38.14
chr12,17773674,17774074,401,*,23.92,17.39,18.55,38.42,42.69
chr12,113031386,113031786,401,*,25.12,22.61,20.32,34.58,58.13
chr9,120933197,120933597,401,*,93.29,57.39,68.91,108.85,197.08
chr11,94990740,94991140,401,*,44.25,33.04,30.04,53.79,92.64
chr9,57521011,57521411,401,*,45.45,26.08,38.87,49.94,107.17
chr16,94241177,94241577,401,*,22.72,16.52,13.25,26.89,47.23
chr3,103383164,103383564,401,*,26.31,13.91,22.09,29.45,59.03
chr4,117478028,117478428,401,*,22.72,12.17,23.86,30.74,52.68
chr14,52451112,52451512,401,*,39.47,26.95,15.02,6.4,14.53
chr15,98953173,98953573,401,*,21.53,18.26,15.02,21.77,58.13
chr5,150375151,150375551,401,*,19.14,11.3,6.18,28.17,28.15
chr2,28796342,28796742,401,*,35.88,16.52,16.79,32.02,69.02
chr11,95259067,95259467,401,*,44.25,31.3,42.41,53.79,110.8
chr1,92216696,92217096,401,*,27.51,13.04,17.67,25.61,59.03
chr18,77938232,77938632,401,*,56.21,26.95,29.16,61.47,97.18
chr17,29093523,29093923,401,*,38.27,26.08,25.62,48.66,72.66
chr2,52997905,52998305,401,*,16.74,6.09,13.25,28.17,27.25
chr15,83009016,83009416,401,*,11.96,18.26,17.67,26.89,41.78
chr14,32159712,32160112,401,*,68.17,40.87,47.71,75.56,143.5
chr8,122473848,122474248,401,*,31.1,17.39,17.67,33.3,59.03
chr8,83741038,83741438,401,*,23.92,28.69,27.39,47.38,59.03
chr7,127841499,127841899,401,*,66.98,40,56.55,85.8,138.05
chr3,126036839,126037239,401,*,51.43,20,12.37,12.81,8.17
chr4,132611303,132611703,401,*,27.51,17.39,23.86,37.14,56.31
chr5,123906940,123907340,401,*,75.35,48.69,52.13,83.24,162.57
chr9,108567283,108567683,401,*,45.45,35.65,34.46,47.38,117.16
chr12,72336045,72336445,401,*,29.9,11.3,17.67,34.58,49.04
chr8,83738110,83738510,401,*,34.68,20,26.51,52.51,56.31
chr12,85385667,85386067,401,*,47.84,20,35.34,51.23,97.18
chr7,19604306,19604706,401,*,53.82,23.48,25.62,46.1,107.17
chr12,84188186,84188586,401,*,34.68,19.13,17.67,34.58,66.3
chr17,34296019,34296419,401,*,64.58,29.56,31.81,65.31,116.25
chr5,142367210,142367610,401,*,44.25,42.6,53.89,57.63,143.5
chr17,29549527,29549927,401,*,40.66,28.69,35.34,51.23,90.82
chr2,165992391,165992791,401,*,34.68,22.61,36.22,42.26,89
chr11,96861923,96862323,401,*,32.29,20.87,34.46,37.14,88.1
chr7,16326212,16326612,401,*,15.55,10.43,17.67,28.17,34.51
chr2,122348471,122348871,401,*,59.8,24.35,33.57,66.59,100.81
chr16,18617625,18618025,401,*,20.33,13.04,17.67,33.3,37.24
chr15,101078669,101079069,401,*,64.58,26.95,37.11,76.84,104.44
chr19,9974958,9975358,401,*,22.72,15.65,12.37,33.3,37.24
chr12,4082708,4083108,401,*,40.66,30.43,35.34,44.82,104.44
chr17,26605568,26605968,401,*,33.49,13.91,19.44,29.45,68.12
chr2,32882614,32883014,401,*,38.27,19.13,24.74,39.7,75.38
chr8,117405244,117405644,401,*,17.94,16.52,7.95,24.33,38.14
chr11,103249517,103249917,401,*,22.72,18.26,24.74,33.3,56.31
chr7,126695666,126696066,401,*,44.25,26.95,38.87,62.75,84.46
chr2,158409560,158409960,401,*,69.37,40,53.01,65.31,172.56
chr6,89294574,89294974,401,*,37.08,24.35,22.97,38.42,79.01
chr10,80406654,80407054,401,*,25.12,13.04,25.62,35.86,52.68
chr11,120727158,120727558,401,*,38.27,28.69,32.69,39.7,101.72
chr10,60277466,60277866,401,*,32.29,27.82,30.92,38.42,88.1
chr1,180829787,180830187,401,*,19.14,22.61,14.14,33.3,43.59
chr6,83349240,83349640,401,*,21.53,18.26,21.2,26.89,58.13
chr9,55208771,55209171,401,*,22.72,19.13,23.86,37.14,50.86
chr11,76027624,76028024,401,*,43.06,32.17,41.53,53.79,106.26
chr14,20388752,20389152,401,*,46.64,33.04,35.34,53.79,103.54
chr6,50112762,50113162,401,*,25.12,13.91,17.67,28.17,50.86
chr2,26389123,26389523,401,*,23.92,19.13,27.39,23.05,82.65
chr6,85431774,85432174,401,*,22.72,15.65,25.62,26.89,64.48
chr9,106247748,106248148,401,*,27.51,21.74,20.32,28.17,69.93
chr15,98108276,98108676,401,*,20.33,15.65,27.39,30.74,58.13
chr3,129612678,129613078,401,*,92.09,41.74,34.46,23.05,26.34
chr5,122779518,122779918,401,*,71.76,36.52,37.99,89.64,111.71
chr8,94377019,94377419,401,*,20.33,18.26,11.49,30.74,39.05
chr5,110978421,110978821,401,*,27.51,14.78,17.67,37.14,44.5
chr19,4625485,4625885,401,*,58.6,37.39,39.76,55.07,139.86
chr4,119422195,119422595,401,*,25.12,12.17,17.67,25.61,52.68
chr1,171150428,171150828,401,*,31.1,28.69,24.74,33.3,86.28
chr4,149426464,149426864,401,*,35.88,22.61,30.04,40.98,80.83
chr16,91825792,91826192,401,*,23.92,11.3,15.02,35.86,34.51
chr2,167765179,167765579,401,*,34.68,25.22,29.16,39.7,82.65
chr11,119491143,119491543,401,*,45.45,20.87,40.64,40.98,120.79
chr15,79432958,79433358,401,*,29.9,20,25.62,35.86,67.21
chr4,43025344,43025744,401,*,32.29,20.87,13.25,32.02,62.67
chr15,82899639,82900039,401,*,47.84,29.56,50.36,58.91,120.79
chr7,19876957,19877357,401,*,47.84,33.04,29.16,60.19,87.19
chr16,76336885,76337285,401,*,23.92,16.52,11.49,35.86,36.33
chr8,71296293,71296693,401,*,31.1,24.35,18.55,37.14,63.57
chr3,94482789,94483189,401,*,20.33,10.43,8.84,25.61,32.7
chr4,130520210,130520610,401,*,34.68,17.39,21.2,40.98,59.03
chr5,139736215,139736615,401,*,50.23,31.3,38.87,51.23,118.97
chr2,101886001,101886401,401,*,45.45,21.74,19.44,57.63,62.67
chr9,46099121,46099521,401,*,20.33,16.52,14.14,25.61,45.41
chr15,83350086,83350486,401,*,46.64,27.82,35.34,35.86,131.69
chr4,129500700,129501100,401,*,40.66,36.52,46.83,65.31,98.99
chr7,127393553,127393953,401,*,41.86,21.74,38.87,48.66,95.36
chr11,120378626,120379026,401,*,28.7,25.22,36.22,35.86,92.64
chr14,36316698,36317098,401,*,35.88,17.39,10.6,48.66,43.59
chr6,142747177,142747577,401,*,19.14,10.43,6.18,29.45,25.43
chr13,110944631,110945031,401,*,23.92,13.91,11.49,34.58,34.51
chr6,115037716,115038116,401,*,34.68,16.52,22.97,30.74,76.29
chr1,64301449,64301849,401,*,37.08,25.22,17.67,46.1,62.67
chr4,151933466,151933866,401,*,29.9,25.22,27.39,23.05,104.44
chr7,19693403,19693803,401,*,9.57,8.69,15.9,21.77,30.88
chr11,116581326,116581726,401,*,43.06,31.3,25.62,38.42,106.26
chr14,31640817,31641217,401,*,66.98,30.43,42.41,67.87,131.69
chr16,29772595,29772995,401,*,19.14,13.91,20.32,26.89,47.23
chr14,25747514,25747914,401,*,28.7,16.52,23.86,32.02,63.57
chr11,120938796,120939196,401,*,19.14,18.26,17.67,29.45,45.41
chr11,4637477,4637877,401,*,35.88,21.74,34.46,37.14,94.45
chr7,144447076,144447476,401,*,23.92,13.91,24.74,33.3,52.68
chr11,101984627,101985027,401,*,37.08,22.61,35.34,47.38,81.74
chr8,79161379,79161779,401,*,22.72,21.74,18.55,40.98,42.69
chr6,100416049,100416449,401,*,23.92,24.35,12.37,26.89,59.94
chr17,34122474,34122874,401,*,41.86,23.48,44.18,44.82,114.43
chr5,125340909,125341309,401,*,19.14,21.74,23.86,28.17,61.76
chr4,128962295,128962695,401,*,37.08,15.65,34.46,35.86,93.55
chr15,74672472,74672872,401,*,89.7,46.08,41.53,74.28,191.63
chr13,94285199,94285599,401,*,53.82,30.43,43.29,57.63,120.79
chr11,68901312,68901712,401,*,39.47,16.52,34.46,40.98,89.91
chr2,34609502,34609902,401,*,23.92,12.17,13.25,33.3,35.42
chr9,119156238,119156638,401,*,22.72,9.56,15.02,23.05,45.41
chr14,57366731,57367131,401,*,31.1,14.78,12.37,34.58,47.23
chr16,32868182,32868582,401,*,35.88,20.87,27.39,39.7,75.38
chr11,68458046,68458446,401,*,44.25,32.17,23.86,67.87,65.39
chr12,103341196,103341596,401,*,28.7,29.56,22.97,49.94,56.31
chr4,116995137,116995537,401,*,31.1,13.04,13.25,29.45,52.68
chr17,72179762,72180162,401,*,23.92,15.65,14.14,35.86,37.24
chr13,43864425,43864825,401,*,74.15,35.65,46.83,69.15,157.12
chr19,41402561,41402961,401,*,15.55,16.52,22.09,30.74,43.59
chr15,98934358,98934758,401,*,49.04,33.91,48.59,58.91,122.61
chr9,106685693,106686093,401,*,62.19,33.04,35.34,64.03,118.07
chr9,106159765,106160165,401,*,44.25,20,25.62,43.54,82.65
chr1,73963010,73963410,401,*,20.33,8.69,15.9,33.3,30.88
chr14,70520387,70520787,401,*,29.9,12.17,21.2,35.86,51.77
chr18,35662015,35662415,401,*,28.7,20.87,22.97,25.61,79.01
chr9,61965514,61965914,401,*,41.86,32.17,36.22,46.1,106.26
chr19,4163169,4163569,401,*,13.16,20,24.74,19.21,69.02
chr2,181837676,181838076,401,*,46.64,18.26,23.86,44.82,81.74
chr1,183553223,183553623,401,*,27.51,14.78,15.02,25.61,55.4
chr11,72301383,72301783,401,*,25.12,20.87,20.32,30.74,59.03
chr5,136170472,136170872,401,*,26.31,26.95,24.74,40.98,61.76
chr4,133872907,133873307,401,*,22.72,13.04,11.49,24.33,42.69
chr5,30232344,30232744,401,*,76.54,49.56,64.5,90.93,168.02
chr19,8756843,8757243,401,*,44.25,28.69,30.92,47.38,94.45
chr4,33265257,33265657,401,*,31.1,14.78,12.37,30.74,51.77
chr4,154929298,154929698,401,*,28.7,17.39,27.39,33.3,68.12
chr9,44417852,44418252,401,*,38.27,21.74,30.92,33.3,98.99
chr1,131252560,131252960,401,*,34.68,22.61,21.2,35.86,71.75
chr5,114707576,114707976,401,*,20.33,7.83,20.32,28.17,41.78
chr7,127922336,127922736,401,*,19.14,10.43,15.02,25.61,37.24
chr2,164083955,164084355,401,*,27.51,14.78,16.79,34.58,45.41
chr3,94443109,94443509,401,*,38.27,20.87,27.39,43.54,73.56
chr15,85832077,85832477,401,*,40.66,22.61,29.16,44.82,80.83
chr10,78169617,78170017,401,*,49.04,41.74,53.89,74.28,116.25
chr4,155086290,155086690,401,*,83.72,49.56,57.43,88.36,175.28
chr15,101134335,101134735,401,*,29.9,16.52,26.51,38.42,59.94
chr10,8973943,8974343,401,*,21.53,13.04,15.02,28.17,39.96
chr2,118111061,118111461,401,*,21.53,11.3,9.72,25.61,35.42
chr14,73441910,73442310,401,*,68.17,29.56,29.16,80.68,97.18
chr12,72361758,72362158,401,*,45.45,20.87,15.02,55.07,59.94
chr15,79347291,79347691,401,*,38.27,31.3,43.29,51.23,101.72
chr5,120165011,120165411,401,*,39.47,17.39,28.27,35.86,86.28
chr15,99651495,99651895,401,*,32.29,22.61,30.92,32.02,89.91
chr7,18839780,18840180,401,*,21.53,10.43,15.9,26.89,39.96
chr11,117809472,117809872,401,*,22.72,14.78,20.32,21.77,60.85
chr19,7241011,7241411,401,*,50.23,29.56,45.94,47.38,135.32
chr16,92058092,92058492,401,*,71.76,34.78,45.94,71.72,142.59
chr7,80901059,80901459,401,*,35.88,20.87,31.81,40.98,79.92
chr11,97829885,97830285,401,*,33.49,17.39,21.2,32.02,68.12
chr10,62920451,62920851,401,*,45.45,30.43,30.92,48.66,96.27
chr15,82987722,82988122,401,*,37.08,30.43,32.69,47.38,85.37
chr8,79498648,79499048,401,*,25.12,18.26,14.14,34.58,42.69
chr13,48842258,48842658,401,*,32.29,19.13,26.51,40.98,62.67
chr15,101191517,101191917,401,*,38.27,18.26,15.02,38.42,61.76
chr11,62457136,62457536,401,*,52.62,25.22,27.39,48.66,99.9
chr14,24490456,24490856,401,*,70.56,33.91,40.64,73,128.96
chr11,72041889,72042289,401,*,37.08,15.65,27.39,38.42,73.56
chr7,80404092,80404492,401,*,41.86,25.22,30.92,58.91,69.02
chr1,131613375,131613775,401,*,10.76,12.17,9.72,26.89,22.71
chr11,95824239,95824639,401,*,70.56,34.78,44.18,61.47,155.3
chr16,33380574,33380974,401,*,35.88,21.74,32.69,43.54,78.11
chr2,32312244,32312644,401,*,31.1,20,24.74,25.61,84.46
chr2,163590143,163590543,401,*,19.14,10.43,18.55,25.61,41.78
chr6,127581954,127582354,401,*,21.53,11.3,9.72,30.74,29.97
chr13,56135351,56135751,401,*,43.06,28.69,39.76,42.26,116.25
chr1,24469532,24469932,401,*,51.43,23.48,18.55,12.81,13.62
chr13,112395011,112395411,401,*,39.47,13.04,17.67,46.1,52.68
chr7,30331949,30332349,401,*,19.14,13.04,12.37,28.17,33.6
chr17,34152921,34153321,401,*,22.72,6.96,25.62,30.74,50.86
chr17,28486031,28486431,401,*,78.94,49.56,79.52,97.33,188
chr17,56291096,56291496,401,*,44.25,25.22,31.81,48.66,88.1
chr4,129276469,129276869,401,*,14.35,13.04,20.32,21.77,46.32
chr4,119108822,119109222,401,*,29.9,19.13,15.9,30.74,58.13
chr2,26640209,26640609,401,*,33.49,19.13,34.46,38.42,82.65
chr9,55023863,55024263,401,*,22.72,11.3,15.02,25.61,42.69
chr5,122264290,122264690,401,*,49.04,38.26,36.22,57.63,107.17
chr9,70503617,70504017,401,*,52.62,31.3,44.18,57.63,118.07
chr15,6555504,6555904,401,*,23.92,13.91,7.07,33.3,31.79
chr7,144553587,144553987,401,*,71.76,56.52,63.61,84.52,174.38
chr11,101448210,101448610,401,*,29.9,10.43,24.74,30.74,62.67
chr16,18249321,18249721,401,*,32.29,13.91,20.32,38.42,51.77
chr6,15790075,15790475,401,*,15.55,9.56,13.25,26.89,28.15
chr11,51967423,51967823,401,*,32.29,30.43,33.57,43.54,84.46
chr7,92961838,92962238,401,*,23.92,14.78,8.84,43.54,25.43
chr6,83482416,83482816,401,*,39.47,24.35,26.51,43.54,77.2
chr11,60913612,60914012,401,*,53.82,24.35,31.81,37.14,129.87
chr15,76818012,76818412,401,*,44.25,18.26,40.64,48.66,98.09
chr4,148087851,148088251,401,*,45.45,19.13,28.27,44.82,84.46
chr2,167761608,167762008,401,*,35.88,20,22.09,44.82,58.13
chr3,94786354,94786754,401,*,39.47,23.48,22.09,38.42,78.11
chr11,72608311,72608711,401,*,35.88,17.39,27.39,40.98,68.12
chr14,54876697,54877097,401,*,35.88,20.87,23.86,38.42,69.93
chr6,54718823,54719223,401,*,32.29,24.35,15.02,35.86,61.76
chr14,31494886,31495286,401,*,47.84,21.74,34.46,51.23,91.73
chr1,134455307,134455707,401,*,21.53,10.43,29.16,35.86,49.95
chr13,55100074,55100474,401,*,33.49,25.22,33.57,42.26,80.83
chr5,123376571,123376971,401,*,37.08,13.91,24.74,35.86,70.84
chr18,61401680,61402080,401,*,37.08,12.17,12.37,32.02,58.13
chr5,135632435,135632835,401,*,49.04,41.74,43.29,56.35,125.33
chr5,124445243,124445643,401,*,35.88,21.74,32.69,43.54,77.2
chr2,32606746,32607146,401,*,32.29,16.52,34.46,40.98,73.56
chrX,140456392,140456792,401,*,29.9,18.26,15.9,37.14,48.13
chr17,26090249,26090649,401,*,32.29,14.78,24.74,30.74,69.93
chr14,70994341,70994741,401,*,21.53,13.91,14.14,30.74,36.33
chr13,58215474,58215874,401,*,74.15,34.78,38.87,73,133.51
chr11,78165365,78165765,401,*,31.1,20.87,25.62,26.89,83.55
chr7,126649372,126649772,401,*,46.64,19.13,32.69,38.42,105.35
chr11,74770622,74771022,401,*,50.23,21.74,25.62,42.26,97.18
chr7,4149671,4150071,401,*,25.12,19.13,30.04,34.58,65.39
chr9,121928470,121928870,401,*,46.64,18.26,27.39,58.91,66.3
chr8,124520537,124520937,401,*,70.56,35.65,47.71,66.59,148.95
chr2,32259926,32260326,401,*,39.47,21.74,28.27,35.86,89
chr3,157717599,157717999,401,*,16.74,11.3,9.72,26.89,27.25
chr5,139372083,139372483,401,*,33.49,28.69,38.87,47.38,86.28
chr5,147747990,147748390,401,*,20.33,10.43,7.95,35.86,21.8
chr11,98193127,98193527,401,*,28.7,17.39,25.62,25.61,76.29
chr4,131854993,131855393,401,*,16.74,18.26,15.02,26.89,40.87
chr2,68405355,68405755,401,*,35.88,22.61,24.74,10.25,14.53
chr8,124721867,124722267,401,*,114.81,66.08,80.4,139.59,207.98
chr9,106386129,106386529,401,*,27.51,26.95,16.79,35.86,59.03
chr11,61504887,61505287,401,*,21.53,16.52,37.99,30.74,79.92
chr1,43462685,43463085,401,*,76.54,27.82,34.46,21.77,19.98
chr17,46874091,46874491,401,*,27.51,21.74,17.67,29.45,60.85
chr5,135472403,135472803,401,*,38.27,16.52,30.92,44.82,71.75
chr19,4257537,4257937,401,*,23.92,11.3,34.46,29.45,73.56
chr6,124505012,124505412,401,*,27.51,16.52,23.86,34.58,55.4
chr1,182511811,182512211,401,*,20.33,18.26,18.55,29.45,46.32
chr9,70260271,70260671,401,*,33.49,18.26,21.2,42.26,53.58
chr2,30048701,30049101,401,*,34.68,12.17,25.62,32.02,71.75
chr4,133339255,133339655,401,*,71.76,38.26,48.59,62.75,163.48
chr9,43743638,43744038,401,*,47.84,32.17,45.06,58.91,107.17
chr10,99270310,99270710,401,*,16.74,11.3,9.72,33.3,21.8
chr8,85071620,85072020,401,*,40.66,33.91,31.81,53.79,83.55
chr6,29517130,29517530,401,*,23.92,15.65,16.79,26.89,49.04
chr10,127030605,127031005,401,*,25.12,17.39,16.79,32.02,46.32
chr2,31759682,31760082,401,*,21.53,20,20.32,26.89,56.31
chr19,5041135,5041535,401,*,26.31,19.13,26.51,28.17,70.84
chr13,94358760,94359160,401,*,56.21,31.3,31.81,55.07,108.08
chr16,16104232,16104632,401,*,22.72,20,11.49,30.74,42.69
chr2,84967365,84967765,401,*,25.12,13.04,12.37,26.89,42.69
chr9,31168747,31169147,401,*,25.12,8.69,7.07,21.77,39.96
chr16,31066718,31067118,401,*,34.68,19.13,21.2,32.02,70.84
chr11,63922200,63922600,401,*,49.04,31.3,30.04,55.07,90.82
chr11,107479231,107479631,401,*,47.84,31.3,38.87,53.79,103.54
chr17,10319125,10319525,401,*,43.06,19.13,30.92,51.23,73.56
chr13,35740590,35740990,401,*,31.1,16.52,19.44,23.05,73.56
chr5,24416113,24416513,401,*,31.1,15.65,22.09,38.42,52.68
chr14,63899510,63899910,401,*,15.55,10.43,12.37,28.17,26.34
chr6,86779203,86779603,401,*,22.72,23.48,21.2,35.86,51.77
chr19,41895986,41896386,401,*,37.08,18.26,19.44,33.3,69.93
chr15,78802711,78803111,401,*,26.31,24.35,24.74,30.74,70.84
chr11,117986672,117987072,401,*,28.7,12.17,26.51,24.33,74.47
chr17,47139700,47140100,401,*,34.68,19.13,28.27,25.61,95.36
chr3,52555061,52555461,401,*,21.53,16.52,22.09,32.02,47.23
chr8,121590176,121590576,401,*,44.25,30.43,37.99,46.1,107.17
chr11,60210322,60210722,401,*,33.49,22.61,29.16,42.26,69.02
chrX,74023689,74024089,401,*,39.47,23.48,18.55,43.54,65.39
